,author1,,author2,,code,code2,,type,acc,L95,U95,p_baseline,p_lexico,t_lexico,t_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Anne Perkins,6,Ian Jack,,Anne PerkinsIan Jacklexico+voice+coref,Ian JackAnne Perkinslexico+voice+coref,,lexico+voice+coref,0.918080404,0.828142543,1,0.000207846,0.555920566,-0.614553468,12.90643651,,,,,,,CV,coref+voice,,,,,0.56^{},0.61^{},0.67^{a},0.59^{},0.62^{},0.56^{},0.58^{},0.61^{a},0.72^{a},0.62^{a},0.82^{a},0.67^{a},,,        & $ CV$ & $ $ & $ $ & $ $ & $ 0.56^{}$ & $ 0.61^{}$ & $ 0.67^{a}$ & $ 0.59^{}$ & $ 0.62^{}$ & $ 0.56^{}$ & $ 0.58^{}$ & $ 0.61^{a}$ & $ 0.72^{a}$ & $ 0.62^{a}$ & $ 0.82^{a}$ & $ 0.67^{a}$ \\
1,Anne Perkins,6,Ian Jack,,Anne PerkinsIan Jacklexico+voice,Ian JackAnne Perkinslexico+voice,,lexico+voice,0.943080404,0.890800416,0.995360391,1.93E-05,0.91574661,-0.109182676,23.53077095,,,,,,,LCV,lexico+voice+coref,,,,,0.97^{a},0.94^{a},0.93^{a},0.98^{a},0.97^{a},0.95^{a},0.90^{a},0.95^{a},0.97^{a},0.95^{a},0.98^{a},0.92^{a},,,        & $ LCV$ & $ $ & $ $ & $ $ & $ 0.97^{a}$ & $ 0.94^{a}$ & $ 0.93^{a}$ & $ 0.98^{a}$ & $ 0.97^{a}$ & $ 0.95^{a}$ & $ 0.90^{a}$ & $ 0.95^{a}$ & $ 0.97^{a}$ & $ 0.95^{a}$ & $ 0.98^{a}$ & $ 0.92^{a}$ \\  \hline
1,Anne Perkins,6,Ian Jack,,Anne PerkinsIan Jacklexico+coref,Ian JackAnne Perkinslexico+coref,,lexico+coref,0.928343561,0.838024425,1,0.000192144,0.700430833,-0.398860537,13.16744631,,,,,5,Gaby Hinsliff,L,lexico_syntactic,,,,,,1.00^{a},0.98^{a},0.97^{a},1.00^{a},0.95^{a},0.90^{a},0.99^{a},0.98^{a},0.92^{a},1.00^{a},0.89^{a},,,$A_{5}$  & $ L$ & $ $ & $ $ & $ $ & $ $ & $ 1.00^{a}$ & $ 0.98^{a}$ & $ 0.97^{a}$ & $ 1.00^{a}$ & $ 0.95^{a}$ & $ 0.90^{a}$ & $ 0.99^{a}$ & $ 0.98^{a}$ & $ 0.92^{a}$ & $ 1.00^{a}$ & $ 0.89^{a}$ \\
1,Anne Perkins,7,John Harris,,Anne PerkinsJohn Harrislexico_syntactic,John HarrisAnne Perkinslexico_syntactic,,lexico_syntactic,0.867683916,0.794994982,0.940372849,0.000149153,1,0,14.04414894,,,,,,,C,coref,,,,,,0.74^{},0.67^{},0.57^{},0.66^{a},0.62^{a},0.59^{},0.72^{a},0.71^{a},0.63^{},0.61^{},0.62^{a},,,        & $ C$ & $ $ & $ $ & $ $ & $ $ & $ 0.74^{}$ & $ 0.67^{}$ & $ 0.57^{}$ & $ 0.66^{a}$ & $ 0.62^{a}$ & $ 0.59^{}$ & $ 0.72^{a}$ & $ 0.71^{a}$ & $ 0.63^{}$ & $ 0.61^{}$ & $ 0.62^{a}$ \\
1,Anne Perkins,7,John Harris,,Anne PerkinsJohn Harriscoref,John HarrisAnne Perkinscoref,,coref,0.703378544,0.525420812,0.881336277,0.033758918,0.045027205,-2.373111497,3.173053271,,,,,,,V,voice,,,,,,0.66^{a},0.70^{},0.61^{},0.57^{},0.70^{a},0.74^{a},0.46^{},0.66^{a},0.60^{},0.69^{a},0.67^{},,,        & $ V$ & $ $ & $ $ & $ $ & $ $ & $ 0.66^{a}$ & $ 0.70^{}$ & $ 0.61^{}$ & $ 0.57^{}$ & $ 0.70^{a}$ & $ 0.74^{a}$ & $ 0.46^{}$ & $ 0.66^{a}$ & $ 0.60^{}$ & $ 0.69^{a}$ & $ 0.67^{}$ \\
1,Anne Perkins,7,John Harris,,Anne PerkinsJohn Harrisvoice,John HarrisAnne Perkinsvoice,,voice,0.75125559,0.668118442,0.834392738,0.001103748,0.019080514,-2.927173984,8.390922371,,,,,,,LC,lexico+coref,,,,,,1.00^{a},0.98^{a},0.94^{a},0.99^{a},0.93^{a},0.91^{a},0.99^{a},0.98^{a},0.90^{a},1.00^{a},0.91^{a},,,        & $ LC$ & $ $ & $ $ & $ $ & $ $ & $ 1.00^{a}$ & $ 0.98^{a}$ & $ 0.94^{a}$ & $ 0.99^{a}$ & $ 0.93^{a}$ & $ 0.91^{a}$ & $ 0.99^{a}$ & $ 0.98^{a}$ & $ 0.90^{a}$ & $ 1.00^{a}$ & $ 0.91^{a}$ \\
1,Anne Perkins,7,John Harris,,Anne PerkinsJohn Harriscoref+voice,John HarrisAnne Perkinscoref+voice,,coref+voice,0.706518748,0.513914402,0.899123094,0.040858995,0.061472845,-2.17359792,2.97702507,,,,,,,LV,lexico+voice,,,,,,1.00^{a},0.99^{a},0.95^{a},1.00^{a},0.96^{a},0.89^{a},0.99^{a},0.98^{a},0.94^{a},0.99^{a},0.92^{a},,,        & $ LV$ & $ $ & $ $ & $ $ & $ $ & $ 1.00^{a}$ & $ 0.99^{a}$ & $ 0.95^{a}$ & $ 1.00^{a}$ & $ 0.96^{a}$ & $ 0.89^{a}$ & $ 0.99^{a}$ & $ 0.98^{a}$ & $ 0.94^{a}$ & $ 0.99^{a}$ & $ 0.92^{a}$ \\
1,Anne Perkins,7,John Harris,,Anne PerkinsJohn Harrislexico+voice+coref,John HarrisAnne Perkinslexico+voice+coref,,lexico+voice+coref,0.877033269,0.794864356,0.959202183,0.000218713,0.818902334,0.236613879,12.73975931,,,,,,,CV,coref+voice,,,,,,0.78^{a},0.79^{a},0.66^{a},0.67^{a},0.63^{a},0.71^{a},0.79^{a},0.76^{a},0.65^{a},0.65^{a},0.63^{a},,,        & $ CV$ & $ $ & $ $ & $ $ & $ $ & $ 0.78^{a}$ & $ 0.79^{a}$ & $ 0.66^{a}$ & $ 0.67^{a}$ & $ 0.63^{a}$ & $ 0.71^{a}$ & $ 0.79^{a}$ & $ 0.76^{a}$ & $ 0.65^{a}$ & $ 0.65^{a}$ & $ 0.63^{a}$ \\
1,Anne Perkins,7,John Harris,,Anne PerkinsJohn Harrislexico+voice,John HarrisAnne Perkinslexico+voice,,lexico+voice,0.878210231,0.76759344,0.988827023,0.000687198,0.830778242,0.220801218,9.49295248,,,,,,,LCV,lexico+voice+coref,,,,,,1.00^{a},0.97^{a},0.95^{a},1.00^{a},0.95^{a},0.90^{a},0.99^{a},0.98^{a},0.89^{a},0.97^{a},0.93^{a},,,        & $ LCV$ & $ $ & $ $ & $ $ & $ $ & $ 1.00^{a}$ & $ 0.97^{a}$ & $ 0.95^{a}$ & $ 1.00^{a}$ & $ 0.95^{a}$ & $ 0.90^{a}$ & $ 0.99^{a}$ & $ 0.98^{a}$ & $ 0.89^{a}$ & $ 0.97^{a}$ & $ 0.93^{a}$ \\  \hline
1,Anne Perkins,7,John Harris,,Anne PerkinsJohn Harrislexico+coref,John HarrisAnne Perkinslexico+coref,,lexico+coref,0.900257998,0.827968162,0.972547834,0.00010447,0.403393328,0.882206436,15.37276076,,,,,6,Ian Jack,L,lexico_syntactic,,,,,,,0.92^{a},0.98^{a},0.96^{a},0.96^{a},0.98^{a},0.96^{a},0.98^{a},0.99^{a},0.99^{a},0.96^{a},,,$A_{6}$  & $ L$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.92^{a}$ & $ 0.98^{a}$ & $ 0.96^{a}$ & $ 0.96^{a}$ & $ 0.98^{a}$ & $ 0.96^{a}$ & $ 0.98^{a}$ & $ 0.99^{a}$ & $ 0.99^{a}$ & $ 0.96^{a}$ \\
1,Anne Perkins,8,Jonathan Freedland,,Anne PerkinsJonathan Freedlandlexico_syntactic,Jonathan FreedlandAnne Perkinslexico_syntactic,,lexico_syntactic,0.899026252,0.770285903,1,0.00100214,1,0,8.605495457,,,,,,,C,coref,,,,,,,0.61^{a},0.72^{a},0.77^{a},0.55^{},0.49^{},0.77^{a},0.79^{a},0.77^{a},0.84^{a},0.78^{a},,,        & $ C$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.61^{a}$ & $ 0.72^{a}$ & $ 0.77^{a}$ & $ 0.55^{}$ & $ 0.49^{}$ & $ 0.77^{a}$ & $ 0.79^{a}$ & $ 0.77^{a}$ & $ 0.84^{a}$ & $ 0.78^{a}$ \\
1,Anne Perkins,8,Jonathan Freedland,,Anne PerkinsJonathan Freedlandcoref,Jonathan FreedlandAnne Perkinscoref,,coref,0.749058303,0.627044827,0.871071779,0.004780326,0.046866496,-2.347463006,5.667379758,,,,,,,V,voice,,,,,,,0.53^{},0.67^{a},0.76^{a},0.50^{},0.66^{},0.67^{},0.75^{a},0.78^{a},0.87^{a},0.65^{a},,,        & $ V$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.53^{}$ & $ 0.67^{a}$ & $ 0.76^{a}$ & $ 0.50^{}$ & $ 0.66^{}$ & $ 0.67^{}$ & $ 0.75^{a}$ & $ 0.78^{a}$ & $ 0.87^{a}$ & $ 0.65^{a}$ \\
1,Anne Perkins,8,Jonathan Freedland,,Anne PerkinsJonathan Freedlandvoice,Jonathan FreedlandAnne Perkinsvoice,,voice,0.612902167,0.476294791,0.749509543,0.083428403,0.002868282,-4.232065184,2.294654062,,,,,,,LC,lexico+coref,,,,,,,0.92^{a},0.98^{a},0.96^{a},0.98^{a},0.96^{a},0.97^{a},0.98^{a},1.00^{a},0.99^{a},0.98^{a},,,        & $ LC$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.92^{a}$ & $ 0.98^{a}$ & $ 0.96^{a}$ & $ 0.98^{a}$ & $ 0.96^{a}$ & $ 0.97^{a}$ & $ 0.98^{a}$ & $ 1.00^{a}$ & $ 0.99^{a}$ & $ 0.98^{a}$ \\
1,Anne Perkins,8,Jonathan Freedland,,Anne PerkinsJonathan Freedlandcoref+voice,Jonathan FreedlandAnne Perkinscoref+voice,,coref+voice,0.666283578,0.518842698,0.813724457,0.035142174,0.010836884,-3.301358232,3.131270141,,,,,,,LV,lexico+voice,,,,,,,0.94^{a},0.97^{a},0.98^{a},0.98^{a},0.96^{a},0.95^{a},0.97^{a},0.99^{a},0.99^{a},0.97^{a},,,        & $ LV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.94^{a}$ & $ 0.97^{a}$ & $ 0.98^{a}$ & $ 0.98^{a}$ & $ 0.96^{a}$ & $ 0.95^{a}$ & $ 0.97^{a}$ & $ 0.99^{a}$ & $ 0.99^{a}$ & $ 0.97^{a}$ \\
1,Anne Perkins,8,Jonathan Freedland,,Anne PerkinsJonathan Freedlandlexico+voice+coref,Jonathan FreedlandAnne Perkinslexico+voice+coref,,lexico+voice+coref,0.811663614,0.674196109,0.94913112,0.003254599,0.233789242,-1.287880921,6.294701523,,,,,,,CV,coref+voice,,,,,,,0.62^{a},0.77^{a},0.78^{a},0.61^{},0.54^{},0.72^{a},0.82^{a},0.80^{a},0.88^{a},0.74^{a},,,        & $ CV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.62^{a}$ & $ 0.77^{a}$ & $ 0.78^{a}$ & $ 0.61^{}$ & $ 0.54^{}$ & $ 0.72^{a}$ & $ 0.82^{a}$ & $ 0.80^{a}$ & $ 0.88^{a}$ & $ 0.74^{a}$ \\
1,Anne Perkins,8,Jonathan Freedland,,Anne PerkinsJonathan Freedlandlexico+voice,Jonathan FreedlandAnne Perkinslexico+voice,,lexico+voice,0.854158272,0.701337031,1,0.00300091,0.550361513,-0.623425552,6.43432153,,,,,,,LCV,lexico+voice+coref,,,,,,,0.94^{a},0.97^{a},0.96^{a},0.97^{a},0.98^{a},0.99^{a},0.98^{a},0.98^{a},0.99^{a},0.96^{a},,,        & $ LCV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.94^{a}$ & $ 0.97^{a}$ & $ 0.96^{a}$ & $ 0.97^{a}$ & $ 0.98^{a}$ & $ 0.99^{a}$ & $ 0.98^{a}$ & $ 0.98^{a}$ & $ 0.99^{a}$ & $ 0.96^{a}$ \\  \hline
1,Anne Perkins,8,Jonathan Freedland,,Anne PerkinsJonathan Freedlandlexico+coref,Jonathan FreedlandAnne Perkinslexico+coref,,lexico+coref,0.850866148,0.771836168,0.929896128,0.000248873,0.401892504,-0.885157279,12.32646897,,,,,7,John Harris,L,lexico_syntactic,,,,,,,,0.97^{a},0.97^{a},0.94^{a},0.86^{a},0.94^{a},0.98^{a},0.97^{a},0.97^{a},0.94^{a},,,$A_{7}$  & $ L$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.97^{a}$ & $ 0.97^{a}$ & $ 0.94^{a}$ & $ 0.86^{a}$ & $ 0.94^{a}$ & $ 0.98^{a}$ & $ 0.97^{a}$ & $ 0.97^{a}$ & $ 0.94^{a}$ \\
1,Anne Perkins,9,Kevin McKenna,,Anne PerkinsKevin McKennalexico_syntactic,Kevin McKennaAnne Perkinslexico_syntactic,,lexico_syntactic,0.949862401,0.878740212,1,6.17E-05,1,0,17.56158354,,,,,,,C,coref,,,,,,,,0.78^{a},0.77^{a},0.68^{a},0.45^{},0.79^{a},0.79^{a},0.78^{a},0.83^{a},0.71^{a},,,        & $ C$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.78^{a}$ & $ 0.77^{a}$ & $ 0.68^{a}$ & $ 0.45^{}$ & $ 0.79^{a}$ & $ 0.79^{a}$ & $ 0.78^{a}$ & $ 0.83^{a}$ & $ 0.71^{a}$ \\
1,Anne Perkins,9,Kevin McKenna,,Anne PerkinsKevin McKennacoref,Kevin McKennaAnne Perkinscoref,,coref,0.477979262,0.324909182,0.631049341,0.709991158,5.42E-05,-7.762227352,-0.39942078,,,,,,,V,voice,,,,,,,,0.71^{a},0.70^{a},0.60^{},0.64^{},0.71^{a},0.74^{a},0.79^{a},0.87^{a},0.54^{},,,        & $ V$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.71^{a}$ & $ 0.70^{a}$ & $ 0.60^{}$ & $ 0.64^{}$ & $ 0.71^{a}$ & $ 0.74^{a}$ & $ 0.79^{a}$ & $ 0.87^{a}$ & $ 0.54^{}$ \\
1,Anne Perkins,9,Kevin McKenna,,Anne PerkinsKevin McKennavoice,Kevin McKennaAnne Perkinsvoice,,voice,0.543298934,0.437117629,0.649480238,0.320826071,2.13E-05,-8.832561144,1.132187183,,,,,,,LC,lexico+coref,,,,,,,,0.96^{a},0.98^{a},0.96^{a},0.97^{ab},0.95^{a},0.97^{a},0.97^{a},0.98^{a},0.95^{a},,,        & $ LC$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.96^{a}$ & $ 0.98^{a}$ & $ 0.96^{a}$ & $ 0.97^{ab}$ & $ 0.95^{a}$ & $ 0.97^{a}$ & $ 0.97^{a}$ & $ 0.98^{a}$ & $ 0.95^{a}$ \\
1,Anne Perkins,9,Kevin McKenna,,Anne PerkinsKevin McKennacoref+voice,Kevin McKennaAnne Perkinscoref+voice,,coref+voice,0.59376333,0.522479464,0.665047195,0.021733059,9.73E-06,-9.81852378,3.652000862,,,,,,,LV,lexico+voice,,,,,,,,0.96^{a},0.98^{a},0.95^{a},0.88^{a},0.92^{a},0.98^{a},0.99^{a},0.98^{a},0.95^{a},,,        & $ LV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.96^{a}$ & $ 0.98^{a}$ & $ 0.95^{a}$ & $ 0.88^{a}$ & $ 0.92^{a}$ & $ 0.98^{a}$ & $ 0.99^{a}$ & $ 0.98^{a}$ & $ 0.95^{a}$ \\
1,Anne Perkins,9,Kevin McKenna,,Anne PerkinsKevin McKennalexico+voice+coref,Kevin McKennaAnne Perkinslexico+voice+coref,,lexico+voice+coref,0.927105509,0.858485353,0.995725665,6.58E-05,0.540483771,-0.639321653,17.28114691,,,,,,,CV,coref+voice,,,,,,,,0.81^{a},0.81^{a},0.70^{a},0.53^{},0.81^{a},0.82^{a},0.83^{a},0.87^{a},0.74^{a},,,        & $ CV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.81^{a}$ & $ 0.81^{a}$ & $ 0.70^{a}$ & $ 0.53^{}$ & $ 0.81^{a}$ & $ 0.82^{a}$ & $ 0.83^{a}$ & $ 0.87^{a}$ & $ 0.74^{a}$ \\
1,Anne Perkins,9,Kevin McKenna,,Anne PerkinsKevin McKennalexico+voice,Kevin McKennaAnne Perkinslexico+voice,,lexico+voice,0.96503268,0.885808252,1,8.30E-05,0.702728731,0.395616384,16.2972173,,,,,,,LCV,lexico+voice+coref,,,,,,,,0.97^{a},0.98^{a},0.96^{a},0.94^{a},0.95^{a},0.96^{a},0.99^{a},0.97^{a},0.96^{a},,,        & $ LCV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.97^{a}$ & $ 0.98^{a}$ & $ 0.96^{a}$ & $ 0.94^{a}$ & $ 0.95^{a}$ & $ 0.96^{a}$ & $ 0.99^{a}$ & $ 0.97^{a}$ & $ 0.96^{a}$ \\  \hline
1,Anne Perkins,9,Kevin McKenna,,Anne PerkinsKevin McKennalexico+coref,Kevin McKennaAnne Perkinslexico+coref,,lexico+coref,0.926513342,0.86330845,0.989718235,4.78E-05,0.514898118,-0.681328937,18.73574706,,,,,8,Jonathan Freedland,L,lexico_syntactic,,,,,,,,,0.99^{a},0.97^{a},0.95^{a},0.98^{a},0.97^{a},0.97^{a},0.99^{a},0.96^{a},,,$A_{8}$  & $ L$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.99^{a}$ & $ 0.97^{a}$ & $ 0.95^{a}$ & $ 0.98^{a}$ & $ 0.97^{a}$ & $ 0.97^{a}$ & $ 0.99^{a}$ & $ 0.96^{a}$ \\
1,Anne Perkins,10,Marina Hyde,,Anne PerkinsMarina Hydelexico_syntactic,Marina HydeAnne Perkinslexico_syntactic,,lexico_syntactic,0.858194444,0.770217042,0.946171847,0.000349043,1,0,11.30412115,,,,,,,C,coref,,,,,,,,,0.68^{a},0.60^{a},0.72^{a},0.68^{a},0.69^{a},0.59^{a},0.74^{a},0.75^{a},,,        & $ C$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.68^{a}$ & $ 0.60^{a}$ & $ 0.72^{a}$ & $ 0.68^{a}$ & $ 0.69^{a}$ & $ 0.59^{a}$ & $ 0.74^{a}$ & $ 0.75^{a}$ \\
1,Anne Perkins,10,Marina Hyde,,Anne PerkinsMarina Hydecoref,Marina HydeAnne Perkinscoref,,coref,0.730416667,0.630504552,0.830328782,0.003055607,0.028586988,-2.66490967,6.403019548,,,,,,,V,voice,,,,,,,,,0.70^{a},0.69^{a},0.75^{a},0.52^{},0.65^{a},0.60^{a},0.81^{a},0.67^{a},,,        & $ V$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.70^{a}$ & $ 0.69^{a}$ & $ 0.75^{a}$ & $ 0.52^{}$ & $ 0.65^{a}$ & $ 0.60^{a}$ & $ 0.81^{a}$ & $ 0.67^{a}$ \\
1,Anne Perkins,10,Marina Hyde,,Anne PerkinsMarina Hydevoice,Marina HydeAnne Perkinsvoice,,voice,0.715694444,0.610987432,0.820401456,0.004624219,0.020107817,-2.89295425,5.719423875,,,,,,,LC,lexico+coref,,,,,,,,,0.99^{a},0.97^{a},0.90^{a},0.97^{a},0.97^{a},0.98^{a},0.98^{a},0.97^{a},,,        & $ LC$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.99^{a}$ & $ 0.97^{a}$ & $ 0.90^{a}$ & $ 0.97^{a}$ & $ 0.97^{a}$ & $ 0.98^{a}$ & $ 0.98^{a}$ & $ 0.97^{a}$ \\
1,Anne Perkins,10,Marina Hyde,,Anne PerkinsMarina Hydecoref+voice,Marina HydeAnne Perkinscoref+voice,,coref+voice,0.771666667,0.665993433,0.8773399,0.002037579,0.118742983,-1.747169292,7.13773546,,,,,,,LV,lexico+voice,,,,,,,,,0.99^{a},0.97^{a},0.94^{a},0.99^{a},0.97^{a},0.98^{a},0.98^{a},0.97^{a},,,        & $ LV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.99^{a}$ & $ 0.97^{a}$ & $ 0.94^{a}$ & $ 0.99^{a}$ & $ 0.97^{a}$ & $ 0.98^{a}$ & $ 0.98^{a}$ & $ 0.97^{a}$ \\
1,Anne Perkins,10,Marina Hyde,,Anne PerkinsMarina Hydelexico+voice+coref,Marina HydeAnne Perkinslexico+voice+coref,,lexico+voice+coref,0.812638889,0.744918285,0.880359492,0.000213543,0.287561502,-1.139246058,12.81773443,,,,,,,CV,coref+voice,,,,,,,,,0.71^{a},0.63^{a},0.80^{a},0.71^{a},0.68^{a},0.60^{a},0.84^{a},0.78^{a},,,        & $ CV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.71^{a}$ & $ 0.63^{a}$ & $ 0.80^{a}$ & $ 0.71^{a}$ & $ 0.68^{a}$ & $ 0.60^{a}$ & $ 0.84^{a}$ & $ 0.78^{a}$ \\
1,Anne Perkins,10,Marina Hyde,,Anne PerkinsMarina Hydelexico+voice,Marina HydeAnne Perkinslexico+voice,,lexico+voice,0.828611111,0.702757982,0.954464241,0.001921966,0.607261432,-0.53490074,7.249487674,,,,,,,LCV,lexico+voice+coref,,,,,,,,,0.99^{a},0.98^{a},0.95^{a},1.00^{a},0.97^{a},0.97^{a},0.98^{a},0.97^{a},,,        & $ LCV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.99^{a}$ & $ 0.98^{a}$ & $ 0.95^{a}$ & $ 1.00^{a}$ & $ 0.97^{a}$ & $ 0.97^{a}$ & $ 0.98^{a}$ & $ 0.97^{a}$ \\  \hline
1,Anne Perkins,10,Marina Hyde,,Anne PerkinsMarina Hydelexico+coref,Marina HydeAnne Perkinslexico+coref,,lexico+coref,0.874166667,0.783488349,0.964844984,0.000331287,0.734654967,0.35099658,11.45646765,,,,,9,Kevin McKenna,L,lexico_syntactic,,,,,,,,,,0.99^{a},1.00^{a},1.00^{a},1.00^{a},1.00^{a},0.99^{a},1.00^{a},,,$A_{9}$  & $ L$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.99^{a}$ & $ 1.00^{a}$ & $ 1.00^{a}$ & $ 1.00^{a}$ & $ 1.00^{a}$ & $ 0.99^{a}$ & $ 1.00^{a}$ \\
1,Anne Perkins,11,Oliver Burkeman,,Anne PerkinsOliver Burkemanlexico_syntactic,Oliver BurkemanAnne Perkinslexico_syntactic,,lexico_syntactic,0.876388889,0.752270402,1,0.001089472,1,0,8.419560329,,,,,,,C,coref,,,,,,,,,,0.68^{a},0.78^{a},0.69^{a},0.70^{a},0.59^{},0.69^{a},0.73^{a},,,        & $ C$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.68^{a}$ & $ 0.78^{a}$ & $ 0.69^{a}$ & $ 0.70^{a}$ & $ 0.59^{}$ & $ 0.69^{a}$ & $ 0.73^{a}$ \\
1,Anne Perkins,11,Oliver Burkeman,,Anne PerkinsOliver Burkemancoref,Oliver BurkemanAnne Perkinscoref,,coref,0.704444444,0.521211662,0.887677227,0.036296502,0.06307418,-2.15709561,3.097856017,,,,,,,V,voice,,,,,,,,,,0.70^{a},0.77^{a},0.61^{},0.63^{a},0.63^{a},0.70^{a},0.69^{a},,,        & $ V$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.70^{a}$ & $ 0.77^{a}$ & $ 0.61^{}$ & $ 0.63^{a}$ & $ 0.63^{a}$ & $ 0.70^{a}$ & $ 0.69^{a}$ \\
1,Anne Perkins,11,Oliver Burkeman,,Anne PerkinsOliver Burkemanvoice,Oliver BurkemanAnne Perkinsvoice,,voice,0.766944444,0.604213912,0.929674977,0.010382055,0.175916087,-1.484721946,4.55450237,,,,,,,LC,lexico+coref,,,,,,,,,,0.97^{a},1.00^{a},1.00^{a},0.99^{a},1.00^{a},0.99^{a},1.00^{a},,,        & $ LC$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.97^{a}$ & $ 1.00^{a}$ & $ 1.00^{a}$ & $ 0.99^{a}$ & $ 1.00^{a}$ & $ 0.99^{a}$ & $ 1.00^{a}$ \\
1,Anne Perkins,11,Oliver Burkeman,,Anne PerkinsOliver Burkemancoref+voice,Oliver BurkemanAnne Perkinscoref+voice,,coref+voice,0.765833333,0.633821461,0.897845205,0.005021464,0.128713013,-1.694015841,5.590949106,,,,,,,LV,lexico+voice,,,,,,,,,,0.99^{a},1.00^{a},1.00^{a},0.99^{a},1.00^{a},1.00^{a},1.00^{a},,,        & $ LV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.99^{a}$ & $ 1.00^{a}$ & $ 1.00^{a}$ & $ 0.99^{a}$ & $ 1.00^{a}$ & $ 1.00^{a}$ & $ 1.00^{a}$ \\
1,Anne Perkins,11,Oliver Burkeman,,Anne PerkinsOliver Burkemanlexico+voice+coref,Oliver BurkemanAnne Perkinslexico+voice+coref,,lexico+voice+coref,0.938888889,0.843765594,1,0.000214034,0.299378604,1.10967442,12.81022599,,,,,,,CV,coref+voice,,,,,,,,,,0.70^{a},0.78^{a},0.67^{a},0.69^{a},0.65^{a},0.71^{a},0.75^{a},,,        & $ CV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.70^{a}$ & $ 0.78^{a}$ & $ 0.67^{a}$ & $ 0.69^{a}$ & $ 0.65^{a}$ & $ 0.71^{a}$ & $ 0.75^{a}$ \\
1,Anne Perkins,11,Oliver Burkeman,,Anne PerkinsOliver Burkemanlexico+voice,Oliver BurkemanAnne Perkinslexico+voice,,lexico+voice,0.881388889,0.734440838,1,0.001965985,0.944237463,0.072171104,7.205984074,,,,,,,LCV,lexico+voice+coref,,,,,,,,,,0.99^{a},1.00^{a},1.00^{a},1.00^{a},1.00^{a},1.00^{a},0.99^{a},,,        & $ LCV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.99^{a}$ & $ 1.00^{a}$ & $ 1.00^{a}$ & $ 1.00^{a}$ & $ 1.00^{a}$ & $ 1.00^{a}$ & $ 0.99^{a}$ \\  \hline
1,Anne Perkins,11,Oliver Burkeman,,Anne PerkinsOliver Burkemanlexico+coref,Oliver BurkemanAnne Perkinslexico+coref,,lexico+coref,0.941388889,0.886063881,0.996713896,2.46E-05,0.22080137,1.328045733,22.15077911,,,,,10,Marina Hyde,L,lexico_syntactic,,,,,,,,,,,0.90^{a},0.99^{a},0.99^{a},0.98^{a},0.97^{a},0.96^{a},,,$A_{10}$  & $ L$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.90^{a}$ & $ 0.99^{a}$ & $ 0.99^{a}$ & $ 0.98^{a}$ & $ 0.97^{a}$ & $ 0.96^{a}$ \\
